Run on (160 X 4023 MHz CPU s)
2018-08-08 15:33:31
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"filter_height","filter_width","input_batch_size","input_channels","input_height","input_size","input_width","num_filters","output_batch_size","output_channels","output_height","output_size","output_width","pad_height","pad_width","stride_height","stride_width"
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",58418,11987.9,18786.1,ns,,2.143e+12,,,,3,3,2,128,28,200704,28,128,2,128,28,200704,28,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",58280,11993.6,18783.5,ns,,8.56797e+12,,,,1,1,2,128,28,200704,28,512,2,512,14,200704,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",67123,10412.4,17180.6,ns,,2.46727e+12,,,,1,1,2,256,14,100352,14,256,2,256,14,100352,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",67157,10415.7,17176.1,ns,,2.46649e+12,,,,3,3,2,256,14,100352,14,256,2,256,14,100352,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",49361,14184.1,20975.5,ns,,7.24477e+12,,,,1,1,2,256,14,100352,14,1024,2,1024,7,100352,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:512/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",61793,11329.5,18189.3,ns,,2.26755e+12,,,,1,1,2,512,7,50176,7,512,2,512,7,50176,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",61822,11322.8,18186.7,ns,,9.07554e+12,,,,1,1,2,2048,7,200704,7,512,2,512,7,50176,7,3,3,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:700/H:161/C:1/N:1/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",7248,96526.4,103400,ns,,7.47236e+10,,,,5,5,1,1,161,112700,700,64,1,64,80,1.78688e+06,349,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:350/H:80/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",7292,95957.7,102834,ns,,1.19519e+12,,,,3,3,1,64,80,1.792e+06,350,64,1,64,80,1.792e+06,350,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:350/H:80/C:64/N:1/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",35670,19609,26507.9,ns,,1.16975e+13,,,,5,5,1,64,80,1.792e+06,350,128,1,128,39,868608,174,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:175/H:40/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",35266,19870.8,26796,ns,,5.77168e+12,,,,3,3,1,128,40,896000,175,128,1,128,40,896000,175,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:175/H:40/C:128/N:1/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",57647,12164.7,19125,ns,,1.88558e+13,,,,5,5,1,128,40,896000,175,256,1,256,19,423168,87,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:84/H:20/C:256/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",57085,12264.7,19217.9,ns,,8.97704e+12,,,,3,3,1,256,20,430080,84,256,1,256,20,430080,84,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:84/H:20/C:256/N:1/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",60975,11485.9,18503.2,ns,,1.91714e+13,,,,5,5,1,256,20,430080,84,512,1,512,9,188928,41,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:42/H:10/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",60430,11593.8,18534.9,ns,,9.4965e+12,,,,3,3,1,512,10,215040,42,512,1,512,10,215040,42,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:700/H:161/C:1/N:2/K:64/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",3827,182876,189754,ns,,7.88818e+10,,,,5,5,2,1,161,225400,700,64,2,64,80,3.57376e+06,349,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:350/H:80/C:64/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3833,182620,189510,ns,,1.25603e+12,,,,3,3,2,64,80,3.584e+06,350,64,2,64,80,3.584e+06,350,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:350/H:80/C:64/N:2/K:128/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",12870,54360.8,61225.3,ns,,8.43903e+12,,,,5,5,2,64,80,3.584e+06,350,128,2,128,39,1.73722e+06,174,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:175/H:40/C:128/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",12543,55772.7,62639.9,ns,,4.1127e+12,,,,3,3,2,128,40,1.792e+06,175,128,2,128,40,1.792e+06,175,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:175/H:40/C:128/N:2/K:256/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",47180,14827.6,21600.5,ns,,3.0939e+13,,,,5,5,2,128,40,1.792e+06,175,256,2,256,19,846336,87,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:84/H:20/C:256/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",46275,15096.9,22041.7,ns,,1.45858e+13,,,,3,3,2,256,20,860160,84,256,2,256,20,860160,84,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:84/H:20/C:256/N:2/K:512/filter_w(s):5/filter_h(r):5/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",56115,12469.7,19315.7,ns,,3.53177e+13,,,,5,5,2,256,20,860160,84,512,2,512,9,377856,41,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:42/H:10/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",55552,12578.4,19389.7,ns,,1.75063e+13,,,,3,3,2,512,10,430080,42,512,2,512,10,430080,42,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:112/H:112/C:64/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",25047,27946.9,34868.5,ns,,1.83849e+12,,,,1,1,1,64,112,802816,112,64,1,64,112,802816,112,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:64/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",48426,14459,21410.7,ns,,3.55351e+12,,,,1,1,1,64,56,200704,56,256,1,256,56,802816,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:256/N:1/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",50153,13961.7,20792.2,ns,,3.68008e+12,,,,1,1,1,256,56,802816,56,64,1,64,56,200704,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:256/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",66166,10566.5,17396.1,ns,,9.72515e+12,,,,1,1,1,256,56,802816,56,128,1,128,28,100352,28,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:128/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",56979,12264.8,19261.8,ns,,4.18925e+12,,,,1,1,1,128,28,100352,28,512,1,512,28,401408,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:512/N:1/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",66214,10559.2,17385.3,ns,,4.86592e+12,,,,1,1,1,512,28,401408,28,128,1,128,28,100352,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:512/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",70130,9961.82,16953.1,ns,,1.03154e+13,,,,1,1,1,512,28,401408,28,256,1,256,14,50176,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",49904,14031.4,20848.8,ns,,3.66182e+12,,,,1,1,1,256,14,50176,14,1024,1,1024,14,200704,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:512/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",49895,14032.3,20858.3,ns,,2.92924e+13,,,,1,1,1,512,28,401408,28,1024,1,1024,14,200704,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:1024/N:1/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",70125,9977.32,16974.6,ns,,5.1497e+12,,,,1,1,1,1024,14,200704,14,256,1,256,14,50176,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:1/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",49860,14034.8,20857.4,ns,,3.66092e+12,,,,1,1,1,256,14,50176,14,1024,1,1024,14,200704,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:1024/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",64647,10829.9,17782.4,ns,,9.48855e+12,,,,1,1,1,1024,14,200704,14,512,1,512,7,25088,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",64718,10824.1,17782.2,ns,,1.18671e+12,,,,3,3,1,512,7,25088,7,512,1,512,7,25088,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:512/N:1/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",38835,18032.1,24846.2,ns,,2.84938e+12,,,,1,1,1,512,7,25088,7,2048,1,2048,7,100352,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:1024/N:1/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",38830,18066,24870.5,ns,,2.27522e+13,,,,1,1,1,1024,14,200704,14,2048,1,2048,7,100352,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:2048/N:1/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",64552,10824.3,17806.7,ns,,4.74675e+12,,,,1,1,1,2048,7,100352,7,512,1,512,7,25088,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:112/H:112/C:64/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",8001,87489.9,94372,ns,,1.17454e+12,,,,1,1,2,64,112,1.60563e+06,112,64,2,64,112,1.60563e+06,112,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:64/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",21504,32524.6,39412.5,ns,,3.15946e+12,,,,1,1,2,64,56,401408,56,256,2,256,56,1.60563e+06,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:256/N:2/K:64/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",37247,18801.8,25624.9,ns,,5.46544e+12,,,,1,1,2,256,56,1.60563e+06,56,64,2,64,56,401408,56,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:56/H:56/C:256/N:2/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",58364,11998.1,18793.6,ns,,1.71295e+13,,,,1,1,2,256,56,1.60563e+06,56,128,2,128,28,200704,28,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:128/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",50250,13933.4,20822.9,ns,,7.37511e+12,,,,1,1,2,128,28,200704,28,512,2,512,28,802816,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:512/N:2/K:128/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",58395,11986.3,18783.8,ns,,8.57313e+12,,,,1,1,2,512,28,802816,28,128,2,128,28,200704,28,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:512/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",67200,10430,17196.5,ns,,1.97047e+13,,,,1,1,2,512,28,802816,28,256,2,256,14,100352,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",45419,15407.5,22323.3,ns,,6.66951e+12,,,,1,1,2,256,14,100352,14,1024,2,1024,14,401408,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:28/H:28/C:512/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",45451,15402,22311.5,ns,,5.3375e+13,,,,1,1,2,512,28,802816,28,1024,2,1024,14,401408,14,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:1024/N:2/K:256/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",67137,10427.4,17197.7,ns,,9.85488e+12,,,,1,1,2,1024,14,401408,14,256,2,256,14,100352,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:256/N:2/K:1024/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",45452,15404.1,22323.1,ns,,6.671e+12,,,,1,1,2,256,14,100352,14,1024,2,1024,14,401408,14,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:1024/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",61778,11348.7,18204,ns,,1.81096e+13,,,,1,1,2,1024,14,401408,14,512,2,512,7,50176,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",61864,11321.5,18180.3,ns,,2.26914e+12,,,,3,3,2,512,7,50176,7,512,2,512,7,50176,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:512/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",36310,19274.2,26103.4,ns,,5.3315e+12,,,,1,1,2,512,7,50176,7,2048,2,2048,7,200704,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:14/H:14/C:1024/N:2/K:2048/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",36299,19283.1,26108.9,ns,,4.26324e+13,,,,1,1,2,1024,14,401408,14,2048,2,2048,7,200704,7,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_FLOAT/W:7/H:7/C:2048/N:2/K:512/filter_w(s):1/filter_h(r):1/pad_w:0/pad_h:0/wstride:1/hstride:1/manual_time",61792,11326,18176.3,ns,,9.07294e+12,,,,1,1,2,2048,7,200704,7,512,2,512,7,50176,7,0,0,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:700/H:161/C:1/N:1/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",7269,96277.5,103140,ns,,3.74584e+10,,,,5,20,1,1,161,112700,700,32,1,32,79,862048,341,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:700/H:161/C:1/N:2/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",3829,182793,189650,ns,,3.94589e+10,,,,5,20,2,1,161,225400,700,32,2,32,79,1.7241e+06,341,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:700/H:161/C:1/N:4/K:32/filter_w(s):20/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",1968,355737,362586,ns,,4.05513e+10,,,,5,20,4,1,161,450800,700,32,4,32,79,3.44819e+06,341,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:341/H:79/C:32/N:1/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",35769,19569.1,26498.1,ns,,1.40965e+12,,,,5,10,1,32,79,862048,341,32,1,32,38,201856,166,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:341/H:79/C:32/N:2/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",23419,29892,36691.3,ns,,1.84568e+12,,,,5,10,2,32,79,1.7241e+06,341,32,2,32,38,403712,166,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:341/H:79/C:32/N:4/K:32/filter_w(s):10/filter_h(r):5/pad_w:0/pad_h:0/wstride:2/hstride:2/manual_time",7601,92028.4,98892.6,ns,,1.199e+12,,,,5,10,4,32,79,3.44819e+06,341,32,4,32,38,807424,166,0,0,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:480/H:48/C:1/N:1/K:16/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",15247,45926.3,52876.5,ns,,8.02677e+09,,,,3,3,1,1,48,23040,480,16,1,16,48,368640,480,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:240/H:24/C:16/N:1/K:32/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",37724,18551.8,25310.7,ns,,1.58967e+11,,,,3,3,1,16,24,92160,240,32,1,32,24,184320,240,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:120/H:12/C:32/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",59424,11781.1,18517.8,ns,,2.50326e+11,,,,3,3,1,32,12,46080,120,64,1,64,12,92160,120,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:60/H:6/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",68839,10170.7,17006.5,ns,,2.89961e+11,,,,3,3,1,64,6,23040,60,128,1,128,6,46080,60,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:108/H:108/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:2/hstride:2/manual_time",49563,14113.4,20896.8,ns,,1.58678e+11,,,,3,3,1,3,108,34992,108,64,1,64,54,186624,54,1,1,2,2
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:54/H:54/C:64/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",49575,14115.9,20888.6,ns,,8.46134e+11,,,,3,3,1,64,54,186624,54,64,1,64,54,186624,54,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:27/H:27/C:128/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",64777,10805.4,17653.7,ns,,1.10537e+12,,,,3,3,1,128,27,93312,27,128,1,128,27,93312,27,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",68117,10274.6,17059.7,ns,,6.2509e+11,,,,3,3,1,128,14,25088,14,256,1,256,14,50176,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",62683,11174.3,17972.7,ns,,5.74761e+11,,,,3,3,1,256,7,12544,7,512,1,512,7,25088,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:224/H:224/C:3/N:1/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",3920,178554,185464,ns,,5.39544e+10,,,,3,3,1,3,224,150528,224,64,1,64,224,3.21126e+06,224,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:112/H:112/C:64/N:1/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",12366,56543.8,63466.6,ns,,1.81736e+12,,,,3,3,1,64,112,802816,112,128,1,128,112,1.60563e+06,112,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:56/H:56/C:128/N:1/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",28702,24360.8,31246.8,ns,,4.21826e+12,,,,3,3,1,128,56,401408,56,256,1,256,56,802816,56,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:256/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",52778,13259.5,20042.7,ns,,7.74994e+12,,,,3,3,1,256,28,200704,28,512,1,512,28,401408,28,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",60297,11588.2,18467.2,ns,,4.43384e+12,,,,3,3,1,512,14,100352,14,512,1,512,14,100352,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:512/N:1/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",62700,11169.6,17961.8,ns,,1.15e+12,,,,3,3,1,512,7,25088,7,512,1,512,7,25088,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:224/H:224/C:3/N:2/K:64/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",2023,345978,352776,ns,,5.56901e+10,,,,3,3,2,3,224,301056,224,64,2,64,224,6.42253e+06,224,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:112/H:112/C:64/N:2/K:128/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",6854,102088,108956,ns,,2.01317e+12,,,,3,3,2,64,112,1.60563e+06,112,128,2,128,112,3.21126e+06,112,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:56/H:56/C:128/N:2/K:256/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",18257,38328.6,45212.4,ns,,5.36208e+12,,,,3,3,2,128,56,802816,56,256,2,256,56,1.60563e+06,56,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:28/H:28/C:256/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",30464,22972.3,29846,ns,,8.94647e+12,,,,3,3,2,256,28,401408,28,512,2,512,28,802816,28,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:14/H:14/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",56201,12429.8,19267,ns,,8.26727e+12,,,,3,3,2,512,14,200704,14,512,2,512,14,200704,14,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:7/H:7/C:512/N:2/K:512/filter_w(s):3/filter_h(r):3/pad_w:1/pad_h:1/wstride:1/hstride:1/manual_time",60065,11662.1,18504.2,ns,,2.20288e+12,,,,3,3,2,512,7,50176,7,512,2,512,7,50176,7,1,1,1,1
"LAYER_CUDNN_CONV_BWD_BIAS_DOUBLE/W:224/H:224/C:3/N:1/K:64/filter_w(s):7/filter_h(r):7/pad_w:3/pad_h:3/wstride:2/hstride:2/manual_time",13400,52235.1,59177.4,ns,,1.84431e+11,,,,7,7,1,3,224,150528,224,64,1,64,112,802816,112,3,3,2,2
